Titulo,Año,Duracion,Clasificación,Puntaje,Resumen,Director,Actores,URL Imagen
49. Cinema Paradiso,1988,2h 54m,A,"8,5",Un director de cine recuerda cómo en su infancia se enamoró del cine de su pueblo y entabló una profunda amistad con el proyeccionista.,Philippe Noiret,"1988, 2h 54min, A, Drama, Romance, Giuseppe Tornatore, Philippe Noiret, Enzo Cannavale, Antonella Attili","https://m.media-amazon.com/images/M/MV5BM2FhYjEyYmYtMDI1Yy00YTdlLWI2NWQtYmEzNzAxOGY1NjY2XkEyXkFqcGdeQXVyNTA3NTIyNDg@._V1_QL75_UX140_CR0,0,140,207_.jpg"
50. Tiempos modernos,1936,1h 27m,A,"8,5",Una hombre y una joven sin hogar se enfrentan a la vida moderna en las calles de la sociedad industrial.,Charles Chaplin,"1936, 1h 27min, A, Comedia, Drama, Romance, Charles Chaplin, Charles Chaplin, Paulette Goddard, Henry Bergman","https://m.media-amazon.com/images/M/MV5BNTNkNmY3ZDMtMTI2Zi00ODU4LThmYTgtYjc5YWE1MGVlYjY5L2ltYWdlXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_QL75_UY207_CR1,0,140,207_.jpg"
51. La ventana indiscreta,1954,1h 52m,A,"8,5","Un fotógrafo en silla de ruedas espía a sus vecinos desde la ventana de su apartamento en Greenwich Village, y se convence de que uno de ellos ha cometido un asesinato, a pesar del escepticismo de su novia, modelo de moda.",James Stewart,"1954, 1h 52min, A, Misterio, Suspense, Alfred Hitchcock, James Stewart, Grace Kelly, Wendell Corey","https://m.media-amazon.com/images/M/MV5BM2UwNGUyZjctNGY2MC00MDY4LWFmNzQtNWVjZTNmZjlmZjBiXkEyXkFqcGdeQXVyODcwODg0OQ@@._V1_QL75_UY207_CR3,0,140,207_.jpg"
52. Hasta que llegó su hora,1968,2h 46m,18,"8,5",Un misterioso extraño con una armónica se alía con un famoso forajido para proteger a una bella viuda de un despiadado asesino que trabaja para el ferrocarril.,Henry Fonda,"1968, 2h 46min, 18, Drama, Del oeste, Sergio Leone, Henry Fonda, Charles Bronson, Claudia Cardinale","https://m.media-amazon.com/images/M/MV5BMjEzNjg1NzEwMV5BMl5BanBnXkFtZTgwMTE4OTU0MTE@._V1_QL75_UY207_CR2,0,140,207_.jpg"
"53. Alien, el octavo pasajero",1979,1h 57m,16,"8,5",La tripulación de una nave espacial comercial se encuentra con una forma de vida mortal tras investigar una transmisión desconocida.,Sigourney Weaver,"1979, 1h 57min, 16, Terror, Ciencia ficción, Ridley Scott, Sigourney Weaver, Tom Skerritt, John Hurt","https://m.media-amazon.com/images/M/MV5BOGQzZTBjMjQtOTVmMS00NGE5LWEyYmMtOGQ1ZGZjNmRkYjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,2,140,207_.jpg"
54. Luces de la ciudad,1931,1h 27m,A,"8,5","Con la ayuda de un hombre adinerado, borracho e imprevisible, un ingenuo vagabundo que se ha enamorado de una florista ciega intenta conseguir dinero para poder proporcionarle ayuda médica.",Charles Chaplin,"1931, 1h 27min, A, Comedia, Drama, Romance, Charles Chaplin, Charles Chaplin, Virginia Cherrill, Florence Lee","https://m.media-amazon.com/images/M/MV5BNzIwNTQ2MDUxN15BMl5BanBnXkFtZTgwNjU2MjcyMjE@._V1_QL75_UY207_CR7,0,140,207_.jpg"
55. Django desencadenado,2012,2h 45m,16,"8,5","Con la ayuda de un cazarrecompensas alemán, un esclavo liberado se propone rescatar a su esposa de un brutal propietario de una plantación en Misisipi.",Jamie Foxx,"2012, 2h 45min, 16, Comedia, Drama, Del oeste, Quentin Tarantino, Jamie Foxx, Christoph Waltz, Leonardo DiCaprio","https://m.media-amazon.com/images/M/MV5BMTg5NzI5ODU0MV5BMl5BanBnXkFtZTcwNDcyNDY2Nw@@._V1_QL75_UY207_CR3,0,140,207_.jpg"
56. Apocalypse Now,1979,2h 27m,16,"8,4",Un oficial del ejército estadounidense que sirve en Vietnam recibe el encargo de asesinar a un coronel renegado de las fuerzas especiales que se ve a sí mismo como un dios.,Martin Sheen,"1979, 2h 27min, 16, Drama, Misterio, Bélico, Francis Ford Coppola, Martin Sheen, Marlon Brando, Robert Duvall","https://m.media-amazon.com/images/M/MV5BYjgwYTFkMGEtNTFhZC00NDZkLWI0MDAtYjBlYmQ4MDRmOTg4XkEyXkFqcGdeQXVyNjI0MTA1MTM@._V1_QL75_UY207_CR2,0,140,207_.jpg"
57. Memento,2000,1h 53m,13,"8,4",Un hombre con pérdida de memoria a corto plazo intenta encontrar al asesino de su esposa.,Guy Pearce,"2000, 1h 53min, 13, Misterio, Suspense, Christopher Nolan, Guy Pearce, Carrie-Anne Moss, Joe Pantoliano","https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY207_CR1,0,140,207_.jpg"
58. WALL·E,2008,1h 38m,A,"8,4","En un futuro lejano, un pequeño robot recolector de residuos se embarca inadvertidamente en un viaje espacial que decidirá en última instancia el destino de la humanidad.",Ben Burtt,"2008, 1h 38min, A, Animación, Aventura, Familiar, Andrew Stanton, Ben Burtt, Elissa Knight, Jeff Garlin","https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
59. En busca del arca perdida,1981,1h 55m,A,"8,4","En 1936, el arqueólogo y aventurero Indiana Jones es contratado por el Gobierno de Estados Unidos para encontrar el Arca de la Alianza, antes de que los nazis de Adolf Hitler puedan obtener sus impresionantes poderes.",Harrison Ford,"1981, 1h 55min, A, Acción, Aventura, Steven Spielberg, Harrison Ford, Karen Allen, Paul Freeman","https://m.media-amazon.com/images/M/MV5BNjExNTA2NjktZjIyYy00ZWVhLTg3MjAtZjBkODg4ZGY2MWUzXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
60. 12th Fail,2023,2h 27m,Not Rated,"8,9",La historia real del oficial del IPS Manoj Kumar Sharma y la oficial del IRS Shraddha Joshi.,Vikrant Massey,"2023, 2h 27min, Biografía, Drama, Vidhu Vinod Chopra, Vikrant Massey, Medha Shankr, Anant Joshi","https://m.media-amazon.com/images/M/MV5BZDI4OTM1ZjMtOWQxMC00OTY5LTg3NjQtMjlhMWVjODFlYTY4XkEyXkFqcGdeQXVyMTYzMTU3Njgx._V1_QL75_UY207_CR9,0,140,207_.jpg"
61. La vida de los otros,2006,2h 17m,7,"8,4",En el este de Berlín en 1984 un agente de la policía secreta vigilando a un escritor y su amante se encuentra cada vez más absorto en sus vidas.,Ulrich Mühe,"2006, 2h 17min, 7, Drama, Misterio, Suspense, Florian Henckel von Donnersmarck, Ulrich Mühe, Martina Gedeck, Sebastian Koch","https://m.media-amazon.com/images/M/MV5BYzhjMzdjNGYtY2M3Mi00MjMxLWI2NDMtYzI1MmI1N2M3MjgzXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR2,0,140,207_.jpg"
62. El crepúsculo de los dioses,1950,1h 50m,Apta para mayores,"8,4",Un guionista es contratado para reescribir el guion de una estrella de cine mudo en decadencia y acaba desarrollando una peligrosa relación.,William Holden,"1950, 1h 50min, Apta para mayores, Drama, Cine negro, Billy Wilder, William Holden, Gloria Swanson, Erich von Stroheim","https://m.media-amazon.com/images/M/MV5BMjkwMDVjMzktMWM3MS00YmE2LWJkNjYtZTk0ZTY1N2ZhN2ViXkEyXkFqcGdeQXVyNjU1MjgyNDk@._V1_QL75_UY207_CR1,0,140,207_.jpg"
63. Vengadores: Infinity War,2018,2h 29m,12,"8,4",Los Vengadores y sus aliados estarán dispuestos a sacrificarlo todo para derrotar al poderoso Thanos antes de que su devastación y ruina ponga fin al universo.,Robert Downey Jr.,"2018, 2h 29min, 12, Acción, Aventura, Ciencia ficción, Anthony Russo, Joe Russo, Robert Downey Jr., Chris Hemsworth, Mark Ruffalo","https://m.media-amazon.com/images/M/MV5BOTNjNDVlZjktOWIzYS00Nzg2LWE4OTgtYjc5MjEwMmQ2ZmY4XkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UY207_CR3,0,140,207_.jpg"
64. Senderos de gloria,1957,1h 28m,A,"8,4","Tras negarse a atacar una posición enemiga, un general acusa a los soldados de cobardía y su oficial al mando debe defenderlos.",Kirk Douglas,"1957, 1h 28min, A, Drama, Bélico, Stanley Kubrick, Kirk Douglas, Ralph Meeker, Adolphe Menjou","https://m.media-amazon.com/images/M/MV5BYWNlNzA0MmYtMDhiNC00MDgyLWIyNDUtZmYwZjc1Mzg1N2ZlXkEyXkFqcGdeQXVyMTkyOTE2Mjk@._V1_QL75_UX140_CR0,0,140,207_.jpg"
65. Spider-Man: Un nuevo universo,2018,1h 57m,7,"8,4","El adolescente Miles Morales se convierte en el Spider-Man de su universo, y debe unirse a cinco individuos con poderes arácnidos de otras dimensiones para detener una amenaza para todas las realidades.",Shameik Moore,"2018, 1h 57min, 7, Animación, Acción, Aventura, Bob Persichetti, Peter Ramsey, Rodney Rothman, Shameik Moore, Jake Johnson, Hailee Steinfeld","https://m.media-amazon.com/images/M/MV5BMjNiN2ZkZjEtNzllZi00ZGQ4LWIzZDQtOGYyODEwOTVmZGUxXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX140_CR0,0,140,207_.jpg"
66. Testigo de cargo,1957,1h 56m,A,"8,4",Un veterano abogado británico debe defender a su cliente en un juicio por asesinato en el que surge una sorpresa tras otra.,Tyrone Power,"1957, 1h 56min, A, Crimen, Drama, Misterio, Billy Wilder, Tyrone Power, Marlene Dietrich, Charles Laughton","https://m.media-amazon.com/images/M/MV5BNTJiN2I3ZGMtZTI5Ny00MWQzLTg3ZjQtNmQzNDA3MGZkMDM5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
67. El resplandor,1980,2h 26m,16,"8,4","Una familia se dirige a un hotel aislado para pasar el invierno. Allí, una presencia espiritual maligna violenta al padre, mientras el hijo, psíquico, tiene horripilantes visiones del pasado y del futuro.",Jack Nicholson,"1980, 2h 26min, 16, Drama, Terror, Stanley Kubrick, Jack Nicholson, Shelley Duvall, Danny Lloyd","https://m.media-amazon.com/images/M/MV5BMDMyNmZiZTEtZTllOC00ODQ0LWI4Y2YtYTAyZGFiZmViMGYwXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_QL75_UY207_CR5,0,140,207_.jpg"
68. El gran dictador,1940,2h 5m,A,"8,4",El dictador Adenoid Hynkel trata de expandir su imperio mientras un humilde barbero judío intenta escapar de la persecución del régimen de Hynkel.,Charles Chaplin,"1940, 2h 5min, A, Comedia, Drama, Bélico, Charles Chaplin, Charles Chaplin, Paulette Goddard, Jack Oakie","https://m.media-amazon.com/images/M/MV5BYmM5NTZlOGEtNjc3MS00MzNiLThlYTctNTQyZmNkMGY5ZDU3XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR3,0,140,207_.jpg"
69. Aliens: El regreso,1986,2h 17m,13,"8,4","Cincuenta y siete años después de sobrevivir al ataque de su nave espacial por parte de despiadadas criaturas espaciales, la oficial Ripley despierta del hipersueño e intenta advertir a todo el que quiera escuchar sobre los depredadores.",Sigourney Weaver,"1986, 2h 17min, 13, Acción, Aventura, Ciencia ficción, James Cameron, Sigourney Weaver, Michael Biehn, Carrie Henn","https://m.media-amazon.com/images/M/MV5BNDljNDUwOTMtZWQzZC00MmFhLWE3MzAtNTNiMGM1NWM3MWVmXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
70. Malditos bastardos,2009,2h 33m,13,"8,4","En la Francia ocupada por los nazis durante la Segunda Guerra Mundial, un plan para asesinar a los líderes nazis por parte de un grupo de soldados judíos estadounidenses coincide con los planes vengativos de la dueña de un cine.",Brad Pitt,"2009, 2h 33min, 13, Aventura, Drama, Bélico, Quentin Tarantino, Brad Pitt, Diane Kruger, Eli Roth","https://m.media-amazon.com/images/M/MV5BYzhlYzQ4YWEtMTM4Ni00YThkLTg4OTktOWQwZWY2NmQyNDRjXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR2,0,140,207_.jpg"
71. El caballero oscuro: La leyenda renace,2012,2h 44m,12,"8,4","Ocho años después del reinado de anarquía del Joker, Batman, con la ayuda de la enigmática Catwoman, se ve obligado a salir de su exilio para salvar a Gotham City del brutal terrorista guerrillero Bane.",Christian Bale,"2012, 2h 44min, 12, Acción, Drama, Suspense, Christopher Nolan, Christian Bale, Tom Hardy, Anne Hathaway","https://m.media-amazon.com/images/M/MV5BM2I3NTI5Y2ItMzg1Mi00YzQ1LTllNjAtNjAxN2YxZjdiNzFlXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
72. Coco,2017,1h 45m,A,"8,4","El aspirante a músico Miguel le planta cara a la prohibición generacional de su familia a la música, y se adentra en la Tierra de los Muertos para encontrar a su tátara-tátara-abuelo, un legendario cantante.",Anthony Gonzalez,"2017, 1h 45min, A, Animación, Aventura, Drama, Lee Unkrich, Adrian Molina, Anthony Gonzalez, Gael García Bernal, Benjamin Bratt","https://m.media-amazon.com/images/M/MV5BNTJlNDgzNDMtNjAyZC00ODNhLTgwNDktODk5ZWZmMjBiODY1XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR3,0,140,207_.jpg"
73. Amadeus,1984,2h 40m,A,"8,4","La vida, el éxito y los problemas de Wolfgang Amadeus Mozart, contados por Antonio Salieri, el compositor contemporáneo que estaba tremendamente celoso de su talento y que afirmó haberle asesinado.",F. Murray Abraham,"1984, 2h 40min, A, Biografía, Drama, Música, Milos Forman, F. Murray Abraham, Tom Hulce, Elizabeth Berridge","https://m.media-amazon.com/images/M/MV5BMzVmOTAyMzYtOTgxMC00ODMxLTlkNTgtYzU1YjY4NjMxZDM1XkEyXkFqcGdeQXVyMTgxOTIzNzk@._V1_QL75_UY207_CR7,0,140,207_.jpg"
74. ¿Teléfono rojo? Volamos hacia Moscú,1964,1h 35m,18,"8,3",Un general enajenado provoca un potencial holocausto nuclear que una sala de guerra llena de políticos y generales intenta frenéticamente detener.,Peter Sellers,"1964, 1h 35min, 18, Comedia, Bélico, Stanley Kubrick, Peter Sellers, George C. Scott, Sterling Hayden","https://m.media-amazon.com/images/M/MV5BNDA5ODY0ZDItNDc5Yi00NjA2LWEwMjgtNzliMWQ2ODA3Njg2XkEyXkFqcGdeQXVyODY5Njk4Njc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
75. Old Boy,2003,2h,18,"8,3","Tras ser secuestrado y aprisionado durante 15 años, Oh Dae-Su es liberado y tiene 5 días para encontrar a su captor.",Choi Min-sik,"2003, 2h, 18, Acción, Drama, Misterio, Park Chan-wook, Choi Min-sik, Yoo Ji-tae, Kang Hye-jeong","https://m.media-amazon.com/images/M/MV5BZWZkNjVhZDEtZTNkZi00OWIxLTk3N2UtNjBkMjgzZGMwMDI2XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY207_CR3,0,140,207_.jpg"
76. Toy Story,1995,1h 21m,A,"8,3","Un vaquero de juguete se encuentra celoso y amenazado cuando un nuevo juguete, un guardián espacial, se convierte en el favorito del niño al que pertenecen.",Tom Hanks,"1995, 1h 21min, A, Animación, Aventura, Comedia, John Lasseter, Tom Hanks, Tim Allen, Don Rickles","https://m.media-amazon.com/images/M/MV5BMDU2ZWJlMjktMTRhMy00ZTA5LWEzNDgtYmNmZTEwZTViZWJkXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_QL75_UX140_CR0,1,140,207_.jpg"
77. American Beauty,1999,2h 2m,18,"8,3",Un padre de clase media sexualmente frustrado sufre una crisis de los 40 tras enamorarse de la mejor amiga de su hija.,Kevin Spacey,"1999, 2h 2min, 18, Drama, Sam Mendes, Kevin Spacey, Annette Bening, Thora Birch","https://m.media-amazon.com/images/M/MV5BY2FlN2QzMTctMzRjYy00OWZmLWJhZDEtOWI4YTY4Nzg2ZmFmXkEyXkFqcGdeQXVyMTM2MjY3NDA5._V1_QL75_UX140_CR0,1,140,207_.jpg"
78. Vengadores: Endgame,2019,3h 1m,7,"8,4","Después de que Thanos haya aniquilado a la mitad del universo, los Vengadores supervivientes deben hacer todo lo posible por deshacer tal atrocidad.",Robert Downey Jr.,"2019, 3h 1min, 7, Acción, Aventura, Drama, Anthony Russo, Joe Russo, Robert Downey Jr., Chris Evans, Mark Ruffalo","https://m.media-amazon.com/images/M/MV5BY2NlNTdkMmUtZGJlNi00YzljLWFiNTktZjEyMzYwYzkwMGVmXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR3,0,140,207_.jpg"
79. Braveheart,1995,2h 58m,18,"8,3",El guerrero escocés William Wallace dirige a sus compatriotas en una rebelión para liberar a su patria de la tiranía del rey Eduardo I de Inglaterra.,Mel Gibson,"1995, 2h 58min, 18, Biografía, Drama, Bélico, Mel Gibson, Mel Gibson, Sophie Marceau, Patrick McGoohan","https://m.media-amazon.com/images/M/MV5BYWJiZDllNDgtOWY5ZC00NmYyLWI4YWUtODFiYmYzZDhlMjM4XkEyXkFqcGdeQXVyMTM2MjY3NDA5._V1_QL75_UY207_CR4,0,140,207_.jpg"
80. El submarino (Das Boot),1981,2h 29m,13,"8,4","El claustrofóbico mundo de un submarino de la Segunda Guerra Mundial, lleno de aburrimiento, suciedad y terror.",Jürgen Prochnow,"1981, 2h 29min, 13, Drama, Bélico, Wolfgang Petersen, Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann","https://m.media-amazon.com/images/M/MV5BNGM2MDE5OGUtMzY5Yy00OTU3LWI0YzEtMTlkZGI5OGVjZWM3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY207_CR2,0,140,207_.jpg"
81. El indomable Will Hunting,1997,2h 6m,A,"8,3","Will Hunting, un conserje del MIT, tiene un don para las matemáticas, pero necesita la ayuda de un psicólogo para encontrar el rumbo de su vida.",Robin Williams,"1997, 2h 6min, A, Drama, Romance, Gus Van Sant, Robin Williams, Matt Damon, Ben Affleck","https://m.media-amazon.com/images/M/MV5BMjE4NDdhMDYtYjUzNy00ZDVhLTgyZWYtNjUxMDM1NmJiZTc2XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UY207_CR5,0,140,207_.jpg"
82. La princesa Mononoke,1997,2h 14m,7,"8,3","""En un viaje para descubrir la cura de la maldición de Tatarigami, Ashitaka se encuentra en medio de una guerra entre los dioses del bosque y Tatara, una colonia minera. En esta búsqueda también conoce a San, el Mononoke Hime.""",Yôji Matsuda,"1997, 2h 14min, 7, Animación, Acción, Aventura, Hayao Miyazaki, Yôji Matsuda, Yuriko Ishida, Yûko Tanaka","https://m.media-amazon.com/images/M/MV5BMWUyOWZkOWMtMmE3Zi00MGVlLWI0NjctNzhiZDI2ZjQzNzNhXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR3,0,140,207_.jpg"
83. Joker,2019,2h 2m,18,"8,4","En Gotham, Arthur Fleck, un comediante con problemas de salud mental, es marginado y maltratado por la sociedad. Se adentra en una espiral de crimen que resulta revolucionaria. Pronto conoce a su alter-ego, el Joker.",Joaquin Phoenix,"2019, 2h 2min, 18, Crimen, Drama, Suspense, Todd Phillips, Joaquin Phoenix, Robert De Niro, Zazie Beetz","https://m.media-amazon.com/images/M/MV5BZDllNjQ0N2YtMGUxMS00MDJhLTgyNjMtNjM4ZDU4NjY0ZjQ0XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR13,0,140,207_.jpg"
84. Your Name.,2016,1h 46m,A,"8,4",Dos adolescentes se embarcan en su mutua búsqueda cuando cambian cuerpos por arte de magia.,Ryunosuke Kamiki,"2016, 1h 46min, A, Animación, Drama, Fantasía, Makoto Shinkai, Ryunosuke Kamiki, Mone Kamishiraishi, Ryo Narita","https://m.media-amazon.com/images/M/MV5BN2Q1NzU5ZmYtZTFjYS00NGY2LTgyODctYmU0ZjIzNGQwMmJhXkEyXkFqcGdeQXVyMTgxOTIzNzk@._V1_QL75_UY207_CR7,0,140,207_.jpg"
85. El infierno del odio,1963,2h 23m,13,"8,4",Un ejecutivo de una empresa de calzado de Yokohama se convierte en víctima de extorsión cuando el hijo de su chófer es secuestrado por error y retenido para pedir rescate.,Toshirô Mifune,"1963, 2h 23min, 13, Crimen, Drama, Misterio, Akira Kurosawa, Toshirô Mifune, Yutaka Sada, Tatsuya Nakadai","https://m.media-amazon.com/images/M/MV5BNTJjNjA4MjgtMjE4Ni00MDU5LTkzZDAtZDAyZWM5ZGY5MjgwXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR3,0,140,207_.jpg"
86. 3 Idiots,2009,2h 50m,PG-13,"8,4","Dos amigos buscan a su compañero perdido. Recuerdan sus días de universidad y como su amigo les inspiró a pensar de forma diferente, incluso cuando el resto del mundo los llamó ""idiotas"".",Aamir Khan,"2009, 2h 50min, PG-13, Comedia, Drama, Rajkumar Hirani, Aamir Khan, Madhavan, Mona Singh","https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY207_CR2,0,140,207_.jpg"
87. Érase una vez en América,1984,3h 49m,18,"8,3","Un exgánster judío de la época de la Ley seca regresa al Lower East Side de Manhattan más de treinta años después, donde una vez más debe enfrentarse a los fantasmas y arrepentimientos de su antigua vida.",Robert De Niro,"1984, 3h 49min, 18, Crimen, Drama, Sergio Leone, Robert De Niro, James Woods, Elizabeth McGovern","https://m.media-amazon.com/images/M/MV5BODQ4MmRiNTctMDkzNi00MGFjLWIwNGYtZDViNjJlZDNlYzlhXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR5,0,140,207_.jpg"
88. Cantando bajo la lluvia,1952,1h 43m,A,"8,3",Una estrella del cine mudo se enamora de una corista justo cuando él y su compañero de pantalla intentan hacer la difícil transición al cine sonoro en el Hollywood de los años 20.,Gene Kelly,"1952, 1h 43min, A, Comedia, Musical, Romance, Stanley Donen, Gene Kelly, Gene Kelly, Donald O'Connor, Debbie Reynolds","https://m.media-amazon.com/images/M/MV5BN2ZhM2UwYzYtMWEwMy00MjRjLWIyYTYtYzg0ZmE0N2E1ZmI2XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_QL75_UY207_CR1,0,140,207_.jpg"
